材料序号,材料名称,品牌,关键属性,,,,,
SFYXGGDX0105,索菲亚高端门铰,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0106,索菲亚高端豪华金属骑马抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0107,索菲亚高端豪华金属骑马抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0108,索菲亚高端豪华金属骑马抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0109,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0110,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0111,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0112,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0113,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0114,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0115,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0116,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0117,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0118,索菲亚高端密码抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0119,索菲亚高端抽拉托鞋架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0120,索菲亚高端抽拉托鞋架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0121,索菲亚高端抽拉托鞋架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0122,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0123,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0124,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0125,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0126,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0127,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0128,索菲亚高端U型抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0129,索菲亚高端U型抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0130,索菲亚高端U型抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0131,索菲亚高端三胺格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0132,索菲亚高端三胺格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0133,索菲亚高端三胺格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0134,索菲亚高端包覆格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0135,索菲亚高端包覆格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0136,索菲亚高端包覆格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0137,索菲亚高端实木格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0138,索菲亚高端实木格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0139,索菲亚高端实木格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0140,索菲亚高端绒布+皮革格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0141,索菲亚高端绒布+皮革格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0142,索菲亚高端绒布+皮革格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0143,索菲亚高端衬衫格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0144,索菲亚高端衬衫格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0145,索菲亚高端衬衫格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0146,索菲亚高端裤架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0147,索菲亚高端裤架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0148,索菲亚高端裤架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0149,索菲亚高端裤架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0150,索菲亚高端裤架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0151,索菲亚高端裤架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0152,索菲亚高端绒布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0153,索菲亚高端绒布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0154,索菲亚高端绒布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0155,索菲亚高端麻布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0156,索菲亚高端麻布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0157,索菲亚高端麻布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0158,索菲亚高端皮革,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0159,索菲亚高端皮革,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0160,索菲亚高端皮革,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0161,索菲亚高端皮革(颜色可选）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0162,索菲亚高端皮革(颜色可选）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0163,索菲亚高端皮革盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0164,索菲亚高端皮革盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0165,索菲亚高端抽屉铝合金封边拉手1,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0166,索菲亚高端抽屉铝合金封边拉手1,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0167,索菲亚高端抽屉铝合金封边拉手2,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0168,索菲亚高端抽屉铝合金封边拉手2,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0169,索菲亚高端拉手3,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0170,索菲亚高端拉手3,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0171,索菲亚高端拉手4,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0172,索菲亚高端拉手5,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0173,索菲亚高端拉手6,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0174,索菲亚高端拉手7,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0175,索菲亚高端拉手8,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0176,索菲亚高端拉手9,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0177,索菲亚高端拉手10,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0178,索菲亚高端拉手11,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0179,索菲亚高端拉手11,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0180,索菲亚高端拉手11,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0181,索菲亚高端拉手12,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0182,索菲亚高端拉手13,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0183,索菲亚高端拉手14,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0184,索菲亚高端拉手15,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0185,索菲亚高端拉手16,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0186,索菲亚高端拉手17,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0187,索菲亚高端拉手18,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0188,索菲亚高端拉手19,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0189,索菲亚高端拉手19,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0190,索菲亚高端拉手19,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0191,索菲亚高端Tip-on for doorss柜门碰触式开启 TIP－ON955标准型,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0192,索菲亚高端嵌入式LED灯,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0193,索菲亚高端带铝合金封边LED灯,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0194,索菲亚高端上下透光LED灯,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0195,索菲亚高端亚克力条形灯,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0196,索菲亚高端筒灯,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0197,索菲亚高端触摸开关,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0198,索菲亚高端感应开关,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0199,索菲亚高端吊装M1型衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0200,索菲亚高端吊装M1型衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0201,索菲亚高端吊装M1型衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0202,索菲亚高端吊装可拆卸衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0203,索菲亚高端吊装可拆卸衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0204,索菲亚高端吊装可拆卸衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0205,索菲亚高端升降衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0206,索菲亚高端嵌入式挂衣钩,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0207,索菲亚高端水离子净化器,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0208,索菲亚高端护理机,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0209,索菲亚高端金属面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0210,索菲亚高端金属面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0211,索菲亚高端金属面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0212,索菲亚高端金属面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0213,索菲亚高端金属面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0214,索菲亚高端金属面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0215,索菲亚高端金属后挡条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0216,索菲亚高端金属后挡条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0217,索菲亚高端金属后挡条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0218,索菲亚高端金属烤漆面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0219,索菲亚高端金属烤漆面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0220,索菲亚高端金属烤漆面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0221,索菲亚高端金属烤漆底板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0222,索菲亚高端金属烤漆底板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0223,索菲亚高端金属烤漆底板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0224,索菲亚高端金属烤漆后挡条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0225,索菲亚高端金属烤漆后挡条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0226,索菲亚高端金属烤漆后挡条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0227,索菲亚高端普通锁,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0228,索菲亚高端遥控锁,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0229,索菲亚高端自动回弹超薄门合页,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0230,索菲亚高端指纹密码锁,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0231,索菲亚高端玻璃（清波，灰玻，茶玻，磨砂玻璃等）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0232,索菲亚高端玻璃（清波，灰玻，茶玻，磨砂玻璃等）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0233,索菲亚高端玻璃（清波，灰玻，茶玻，磨砂玻璃等）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0234,索菲亚高端玻璃（清波，灰玻，茶玻，磨砂玻璃等）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0235,索菲亚高端铝框玻璃层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0236,索菲亚高端铝框玻璃层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0237,索菲亚高端铝框玻璃侧板（夹真金属丝网玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0238,索菲亚高端铝框玻璃侧板（夹清玻、灰玻玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0239,索菲亚高端铝框玻璃侧板（夹超白玻）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0240,索菲亚高端铝框玻璃侧板（夹丝印玻璃、烤漆玻璃等艺术玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0241,索菲亚高端皮革铝合金框层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0242,索菲亚高端皮革铝合金框层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0243,索菲亚高端皮革铝合金框层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0244,索菲亚高端皮革铝合金框层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0245,索菲亚高端金属层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0246,索菲亚高端金属层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0247,索菲亚高端隐藏式暗弹挂钩,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0248,索菲亚高端电位集成盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0249,索菲亚高端金属框架竖板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0250,索菲亚高端银镜,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0251,索菲亚高端防爆膜,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0252,索菲亚高端广告钉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0253,索菲亚高端防雾膜,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0254,索菲亚高端轻触式电源开关,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0255,索菲亚高端侧拉试衣镜,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0256,索菲亚高端金属装饰盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0257,索菲亚高端金属装饰盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0258,索菲亚高端20mm金属盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0259,索菲亚高端20mm金属盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0260,索菲亚高端雨伞架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0261,索菲亚高端鞋架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0262,索菲亚高端圆形透气网格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0263,索菲亚高端方形透气网格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0264,索菲亚高端定制透气网格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0265,索菲亚高端定制透气网格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0266,索菲亚高端防水钉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0267,索菲亚高端联排挂钩,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0268,索菲亚高端气撑,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0269,索菲亚高端层板销,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0270,索菲亚高端挂码,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0271,索菲亚高端挂码,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0272,索菲亚高端防水锡箔纸,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0273,索菲亚高端L型角码,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0274,索菲亚高端铝扣板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0275,索菲亚高端柜体侧板调节脚,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0276,索菲亚高端金属脚,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0277,索菲亚高端金属可调脚,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0278,索菲亚高端磁吸,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0279,索菲亚高端金属基座,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0280,索菲亚高端防尘条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0281,索菲亚高端铝合金装饰条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0282,索菲亚高端不锈刚收边条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0283,索菲亚高端不锈刚收边条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0284,索菲亚高端挂墙系统立柱,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0285,索菲亚高端层板连接悬臂,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0286,索菲亚高端层板连接悬臂,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0287,索菲亚高端抽屉支架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0288,索菲亚高端抽屉支架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0289,索菲亚高端层板内置卡件及层板托,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0290,索菲亚高端75mm高金属挡板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0291,索菲亚高端墙面调平工序,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0292,索菲亚高端支柱,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0293,索菲亚高端后墙轨道,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0294,索菲亚高端层板托夹,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0295,索菲亚高端无缝连接件,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0296,索菲亚高端门吸,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0297,索菲亚高端推拉门缓冲器,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0298,索菲亚高端柜体顶底板、侧板连接五金,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0299,索菲亚高端进口丝布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYXGGDX0300,"索菲亚高端玄关柜，衣柜，衣帽间,储物柜，过道柜运输费",索菲亚,档次#高端|品牌#索菲亚|产品类型#安装运输,,,,,
SFYXGGDX0301,索菲亚高端吊轨门，隔断门运输费,索菲亚,档次#高端|品牌#索菲亚|产品类型#安装运输,,,,,
SFYXGGDX0302,"索菲亚高端镜柜，吊柜,浴柜，地柜运输费",索菲亚,档次#高端|品牌#索菲亚|产品类型#安装运输,,,,,
SFYXGGDX0303,"索菲亚高端玄关柜，衣柜，衣帽间,储物柜，过道柜安装费",索菲亚,档次#高端|品牌#索菲亚|产品类型#安装运输,,,,,
SFYXGGDX0304,索菲亚高端吊轨门，隔断门安装费,索菲亚,档次#高端|品牌#索菲亚|产品类型#安装运输,,,,,
SFYXGGDX0305,索菲亚高端吊轨门，隔断门安装费,索菲亚,档次#高端|品牌#索菲亚|产品类型#安装运输,,,,,
SFYYSGDX0001,索菲亚高端柜体板中密度板,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0002,"索菲亚高端柜体板实木颗粒板(表面颜色可选） 
浮雕系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0003,"索菲亚高端柜体板实木颗粒板(表面颜色可选） 
浮雕系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0004,"索菲亚高端柜体板实木颗粒板(表面颜色可选） 
浮雕系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0005,"索菲亚高端柜体板实木颗粒板(表面颜色可选） 
浮雕系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0006,"索菲亚高端柜体板实木颗粒板
 (表面颜色可选）
3D效果系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0007,"索菲亚高端柜体板实木颗粒板
 (表面颜色可选）
3D效果系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0008,"索菲亚高端柜体板实木颗粒板
 (表面颜色可选）
3D效果系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0009,"索菲亚高端柜体板多层实木板 
 (表面颜色可选）",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0010,"索菲亚高端柜体板多层实木板 
 (表面颜色可选）",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0011,"索菲亚高端柜体板多层实木板 
 (表面颜色可选）",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0012,"索菲亚高端柜体板多层实木板 
 (表面颜色可选）",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
